,userId,genres_single,title,title085,title070,title050
3537,50601,Adventure,8,10,7,4
3539,50601,Comedy,7,10,7,4
3544,50601,Sci-Fi,10,10,7,4
3546,50846,Action,6,6,5,2
3547,50846,Adventure,8,6,5,2
3556,50846,Sci-Fi,6,6,5,2
3557,50846,Thriller,5,6,5,2
3558,51197,Action,6,6,3,2
3559,51197,Adventure,3,6,3,2
3565,51197,Sci-Fi,4,6,3,2
3566,51197,Thriller,7,6,3,2
3568,51278,Action,11,6,5,3
3569,51278,Adventure,10,6,5,3
3572,51278,Comedy,6,6,5,3
3579,51278,Sci-Fi,6,6,5,3
3580,51278,Thriller,5,6,5,3
3581,51369,Action,7,5,3,2
3582,51369,Adventure,6,5,3,2
3589,51369,Horror,3,5,3,2
3592,51369,Sci-Fi,5,5,3,2
3593,51369,Thriller,4,5,3,2
3594,51392,Action,8,6,4,3
3595,51392,Adventure,4,6,4,3
3601,51392,Sci-Fi,6,6,4,3
3603,51535,Action,9,7,4,2
3604,51535,Adventure,7,7,4,2
3610,51535,Fantasy,4,7,4,2
3612,51535,Sci-Fi,6,7,4,2
3614,52332,Action,4,4,3,2
3615,52332,Adventure,3,4,3,2
3618,52332,Drama,4,4,3,2
3620,52332,Horror,4,4,3,2
3624,52350,Action,7,7,4,2
3625,52350,Adventure,5,7,4,2
3628,52350,Drama,4,7,4,2
3631,52350,Sci-Fi,7,7,4,2
3634,52468,Action,6,4,2,2
3635,52468,Adventure,4,4,2,2
3636,52468,Animation,2,4,2,2
3638,52468,Comedy,2,4,2,2
3640,52468,Drama,2,4,2,2
3643,52468,Mystery,2,4,2,2
3644,52468,Sci-Fi,4,4,2,2
3645,52468,Thriller,2,4,2,2
3646,53015,Action,7,6,6,2
3647,53015,Adventure,6,6,6,2
3650,53015,Comedy,6,6,6,2
3652,53015,Drama,6,6,6,2
3656,53015,Sci-Fi,6,6,6,2
3658,53082,Action,6,4,3,2
3659,53082,Adventure,4,4,3,2
3661,53082,Comedy,3,4,3,2
3667,53082,Sci-Fi,4,4,3,2
3668,53082,Thriller,3,4,3,2
3670,53289,Action,9,9,4,3
3671,53289,Adventure,9,9,4,3
3675,53289,Drama,5,9,4,3
3676,53289,Fantasy,4,9,4,3
3680,53289,Thriller,4,9,4,3
3682,53384,Action,2,3,2,1
3683,53384,Adventure,3,3,2,1
3684,53384,Animation,3,3,2,1
3686,53384,Comedy,6,3,2,1
3688,53384,Drama,2,3,2,1
3693,53384,Sci-Fi,3,3,2,1
3695,53432,Action,8,6,5,3
3696,53432,Adventure,5,6,5,3
3700,53432,Drama,5,6,5,3
3703,53432,Sci-Fi,5,6,5,3
3704,53432,Thriller,6,6,5,3
3705,53537,Action,4,5,3,2
3706,53537,Adventure,5,5,3,2
3709,53537,Comedy,3,5,3,2
3713,53537,Sci-Fi,6,5,3,2
3715,53575,Action,3,4,3,3
3716,53575,Adventure,4,4,3,3
3717,53575,Comedy,3,4,3,3
3719,53575,Drama,4,4,3,3
3720,53575,Fantasy,4,4,3,3
3723,53575,Sci-Fi,3,4,3,3
3725,53686,Action,9,7,6,3
3726,53686,Adventure,7,7,6,3
3732,53686,Sci-Fi,6,7,6,3
3735,53708,Action,4,4,3,2
3736,53708,Adventure,3,4,3,2
3741,53708,Drama,5,4,3,2
3742,53708,Fantasy,3,4,3,2
3744,53708,Sci-Fi,4,4,3,2
3748,53849,Adventure,2,5,2,1
3750,53849,Comedy,2,5,2,1
3751,53849,Crime,2,5,2,1
3752,53849,Drama,6,5,2,1
3756,53849,Thriller,5,5,2,1
3758,54071,Action,11,10,5,3
3759,54071,Adventure,10,10,5,3
3767,54071,Sci-Fi,9,10,5,3
3768,54071,Thriller,5,10,5,3
3769,54137,Action,5,5,4,2
3770,54137,Adventure,5,5,4,2
3776,54137,Fantasy,4,5,4,2
3778,54137,Sci-Fi,4,5,4,2
3779,54137,Thriller,4,5,4,2
3780,54321,Action,4,6,4,2
3781,54321,Adventure,6,6,4,2
3784,54321,Drama,6,6,4,2
3785,54321,Fantasy,4,6,4,2
3791,54791,Action,3,4,3,2
3792,54791,Adventure,5,4,3,2
3797,54791,Fantasy,4,4,3,2
3799,54791,Sci-Fi,4,4,3,2
3800,54791,Thriller,3,4,3,2
3802,54889,Action,5,3,3,2
3803,54889,Adventure,3,3,3,2
3807,54889,Drama,3,3,3,2
3811,54889,Sci-Fi,3,3,3,2
3812,54889,Thriller,3,3,3,2
3815,55073,Action,7,5,4,3
3816,55073,Adventure,4,5,4,3
3819,55073,Drama,4,5,4,3
3823,55073,Thriller,5,5,4,3
3824,55108,Action,7,7,3,2
3825,55108,Adventure,7,7,3,2
3828,55108,Drama,3,7,3,2
3832,55108,Sci-Fi,5,7,3,2
3833,55108,Thriller,3,7,3,2
3834,55148,Action,4,4,3,1
3835,55148,Adventure,5,4,3,1
3836,55148,Animation,3,4,3,1
3844,55148,Sci-Fi,4,4,3,1
3846,55189,Action,7,6,6,3
3847,55189,Adventure,6,6,6,3
3850,55189,Drama,6,6,6,3
3855,55189,Thriller,6,6,6,3
3856,55558,Action,7,7,4,3
3857,55558,Adventure,6,7,4,3
3861,55558,Drama,4,7,4,3
3862,55558,Fantasy,4,7,4,3
3864,55558,Sci-Fi,7,7,4,3
3866,55595,Action,5,5,5,4
3867,55595,Adventure,5,5,5,4
3869,55595,Drama,6,5,5,4
3875,55607,Action,4,4,3,1
3876,55607,Adventure,3,4,3,1
3883,55607,Sci-Fi,4,4,3,1
3884,55607,Thriller,5,4,3,1
3885,55866,Action,9,6,3,2
3886,55866,Adventure,6,6,3,2
3889,55866,Comedy,3,6,3,2
3893,55866,Sci-Fi,6,6,3,2
3895,56261,Action,9,7,4,2
3896,56261,Adventure,6,7,4,2
3903,56261,Sci-Fi,7,7,4,2
3904,56261,Thriller,4,7,4,2
3905,56282,Action,2,3,2,1
3906,56282,Adventure,3,3,2,1
3908,56282,Crime,2,3,2,1
3910,56282,Drama,8,3,2,1
3915,56282,Sci-Fi,2,3,2,1
3916,56282,Thriller,3,3,2,1
3918,57079,Action,11,8,5,2
3919,57079,Adventure,9,8,5,2
3922,57079,Comedy,5,8,5,2
3924,57079,Drama,5,8,5,2
3928,57079,Sci-Fi,8,8,5,2
3931,57237,Action,5,4,4,3
3932,57237,Adventure,4,4,4,3
3937,57237,Sci-Fi,4,4,4,3
3938,57237,Thriller,4,4,4,3
3941,57548,Action,6,6,5,3
3942,57548,Adventure,6,6,5,3
3945,57548,Comedy,5,6,5,3
3947,57548,Drama,7,6,5,3
3951,57548,Sci-Fi,5,6,5,3
3952,57548,Thriller,5,6,5,3
3954,57688,Action,8,7,6,2
3955,57688,Adventure,7,7,6,2
3958,57688,Comedy,6,7,6,2
3963,57688,Sci-Fi,7,7,6,2
3966,57775,Action,8,5,3,2
3967,57775,Adventure,5,5,3,2
3974,57775,Horror,3,5,3,2
3976,57775,Sci-Fi,6,5,3,2
3977,57775,Thriller,3,5,3,2
3978,57813,Action,5,5,5,4
3979,57813,Adventure,5,5,5,4
3982,57813,Drama,6,5,5,4
3988,57908,Action,9,5,4,3
3989,57908,Adventure,4,5,4,3
3991,57908,Comedy,4,5,4,3
3993,57908,Drama,5,5,4,3
3997,57908,Sci-Fi,7,5,4,3
3998,57908,Thriller,5,5,4,3
4001,58198,Action,5,3,3,3
4002,58198,Adventure,3,3,3,3
4005,58198,Comedy,3,3,3,3
4006,58198,Crime,3,3,3,3
4007,58198,Drama,3,3,3,3
4008,58198,Fantasy,3,3,3,3
4012,58198,Sci-Fi,3,3,3,3
4013,58198,Thriller,4,3,3,3
4015,58401,Action,5,5,4,2
4016,58401,Adventure,4,5,4,2
4019,58401,Comedy,4,5,4,2
4021,58401,Drama,9,5,4,2
4023,58401,Sci-Fi,4,5,4,2
4024,58401,Thriller,6,5,4,2
4026,58588,Action,9,6,5,4
4027,58588,Adventure,6,6,5,4
4028,58588,Comedy,5,6,5,4
4034,58588,Sci-Fi,6,6,5,4
4036,58885,Action,10,8,7,3
4037,58885,Adventure,7,8,7,3
4040,58885,Drama,9,8,7,3
4045,58885,Sci-Fi,8,8,7,3
4046,58885,Thriller,7,8,7,3
4048,58904,Action,5,5,4,2
4049,58904,Adventure,6,5,4,2
4055,58904,Sci-Fi,4,5,4,2
4056,58904,Thriller,4,5,4,2
4057,59247,Action,5,3,3,2
4058,59247,Adventure,7,3,3,2
4063,59247,Drama,3,3,3,2
4066,59247,Sci-Fi,3,3,3,2
4069,59354,Action,9,8,6,2
4070,59354,Adventure,7,8,6,2
4074,59354,Drama,6,8,6,2
4077,59354,Sci-Fi,8,8,6,2
4080,59398,Action,5,5,4,4
4081,59398,Adventure,5,5,4,4
4082,59398,Animation,4,5,4,4
4084,59398,Comedy,4,5,4,4
4085,59398,Crime,4,5,4,4
4087,59398,Drama,6,5,4,4
4091,59398,Sci-Fi,4,5,4,4
4092,59398,Thriller,4,5,4,4
4093,59836,Action,6,6,5,3
4094,59836,Adventure,6,6,5,3
4097,59836,Comedy,7,6,5,3
4103,59836,Sci-Fi,5,6,5,3
4105,59951,Action,8,8,6,3
4109,59951,Drama,10,8,6,3
4112,59951,Sci-Fi,8,8,6,3
4113,59951,Thriller,6,8,6,3
4116,60142,Action,8,8,6,4
4117,60142,Adventure,11,8,6,4
4120,60142,Comedy,6,8,6,4
4123,60142,Fantasy,7,8,6,4
4126,60448,Action,4,4,4,2
4127,60448,Adventure,4,4,4,2
4129,60448,Comedy,5,4,4,2
4132,60448,Sci-Fi,4,4,4,2
4134,60614,Action,11,6,5,4
4135,60614,Adventure,9,6,5,4
4138,60614,Comedy,5,6,5,4
4141,60614,Fantasy,6,6,5,4
4145,60614,Sci-Fi,5,6,5,4
4147,60618,Action,7,7,4,2
4148,60618,Adventure,6,7,4,2
4150,60618,Drama,4,7,4,2
4153,60618,Sci-Fi,8,7,4,2
4154,60618,Thriller,4,7,4,2
4157,60685,Action,7,6,5,3
4158,60685,Adventure,6,6,5,3
4162,60685,Drama,5,6,5,3
4167,60685,Sci-Fi,9,6,5,3
4168,60685,Thriller,5,6,5,3
4170,60778,Action,7,5,4,3
4171,60778,Adventure,5,5,4,3
4172,60778,Comedy,4,5,4,3
4176,60778,Sci-Fi,4,5,4,3
4178,61194,Action,7,5,4,2
4179,61194,Adventure,5,5,4,2
4183,61194,Drama,5,5,4,2
4188,61194,Sci-Fi,4,5,4,2
4190,61302,Action,6,3,3,2
4191,61302,Adventure,7,3,3,2
4194,61302,Comedy,3,3,3,2
4200,61302,Sci-Fi,3,3,3,2
4201,61302,Thriller,3,3,3,2
4202,61376,Action,5,5,4,1
4203,61376,Adventure,5,5,4,1
4208,61376,Drama,7,5,4,1
4213,61376,Sci-Fi,5,5,4,1
4214,61376,Thriller,4,5,4,1
4217,61594,Action,4,5,3,2
4218,61594,Adventure,3,5,3,2
4221,61594,Comedy,6,5,3,2
4223,61594,Drama,5,5,3,2
4229,61624,Action,8,8,6,3
4230,61624,Adventure,9,8,6,3
4234,61624,Drama,7,8,6,3
4239,61624,Sci-Fi,9,8,6,3
4240,61624,Thriller,6,8,6,3
4241,61803,Action,8,7,6,5
4242,61803,Adventure,8,7,6,5
4245,61803,Comedy,6,7,6,5
4247,61803,Drama,6,7,6,5
4252,61803,Sci-Fi,7,7,6,5
4255,61805,Action,7,7,5,2
4256,61805,Adventure,5,7,5,2
4259,61805,Comedy,7,7,5,2
4263,61805,Sci-Fi,6,7,5,2
4266,61869,Action,9,7,4,4
4267,61869,Adventure,4,7,4,4
4268,61869,Comedy,4,7,4,4
4270,61869,Drama,7,7,4,4
4271,61869,Fantasy,4,7,4,4
4275,61869,Sci-Fi,7,7,4,4
4276,61869,Thriller,4,7,4,4
4279,61912,Adventure,4,4,4,2
4281,61912,Drama,5,4,4,2
4285,61912,Sci-Fi,4,4,4,2
4286,61912,Thriller,4,4,4,2
4287,61913,Action,6,4,3,2
4288,61913,Adventure,4,4,3,2
4289,61913,Comedy,3,4,3,2
4291,61913,Drama,4,4,3,2
4294,61913,Sci-Fi,3,4,3,2
4297,62208,Action,4,4,2,2
4298,62208,Adventure,3,4,2,2
4299,62208,Animation,2,4,2,2
4300,62208,Children,2,4,2,2
4301,62208,Comedy,2,4,2,2
4302,62208,Drama,5,4,2,2
4303,62208,Fantasy,2,4,2,2
4305,62208,Sci-Fi,2,4,2,2
4309,63341,Action,10,7,5,2
4310,63341,Adventure,9,7,5,2
4313,63341,Comedy,7,7,5,2
4316,63341,Fantasy,5,7,5,2
4318,63341,Sci-Fi,5,7,5,2
4322,63733,Action,5,5,3,2
4323,63733,Adventure,5,5,3,2
4326,63733,Comedy,4,5,3,2
4329,63733,Fantasy,3,5,3,2
4330,63733,Sci-Fi,3,5,3,2
4333,63752,Adventure,6,5,3,2
4336,63752,Crime,3,5,3,2
4337,63752,Drama,7,5,3,2
4342,63752,Sci-Fi,3,5,3,2
4343,63752,Thriller,5,5,3,2
4344,63918,Action,9,5,5,4
4345,63918,Adventure,5,5,5,4
4351,63918,Sci-Fi,5,5,5,4
4352,63918,Thriller,5,5,5,4
4353,63921,Action,8,6,6,3
4354,63921,Adventure,6,6,6,3
4358,63921,Sci-Fi,6,6,6,3
4360,64107,Action,6,5,4,3
4361,64107,Adventure,5,5,4,3
4364,64107,Comedy,4,5,4,3
4366,64107,Drama,4,5,4,3
4368,64107,Sci-Fi,5,5,4,3
4371,64259,Action,10,6,5,4
4372,64259,Adventure,9,6,5,4
4375,64259,Comedy,5,6,5,4
4381,64259,Sci-Fi,6,6,5,4
4382,64259,Thriller,5,6,5,4
4385,64296,Action,6,6,4,2
4386,64296,Adventure,7,6,4,2
4388,64296,Children,4,6,4,2
4394,64296,Sci-Fi,7,6,4,2
4396,64298,Action,4,4,3,2
4398,64298,Crime,3,4,3,2
4400,64298,Drama,7,4,3,2
4401,64298,Fantasy,3,4,3,2
4405,64298,Sci-Fi,3,4,3,2
4406,64298,Thriller,7,4,3,2
4408,64366,Action,4,5,4,2
4409,64366,Adventure,5,5,4,2
4415,64366,Drama,4,5,4,2
4417,64366,Sci-Fi,5,5,4,2
4419,64823,Action,10,9,7,3
4420,64823,Adventure,7,9,7,3
4425,64823,Sci-Fi,9,9,7,3
4427,64866,Action,10,7,4,2
4428,64866,Adventure,8,7,4,2
4431,64866,Comedy,5,7,4,2
4433,64866,Drama,4,7,4,2
4438,64866,Sci-Fi,7,7,4,2
4441,64972,Action,10,7,3,2
4442,64972,Adventure,7,7,3,2
4445,64972,Drama,3,7,3,2
4448,64972,Sci-Fi,6,7,3,2
4449,64972,Thriller,3,7,3,2
4451,65145,Action,6,6,4,3
4452,65145,Adventure,4,6,4,3
4459,65145,Thriller,6,6,4,3
4460,65302,Action,6,5,3,2
4461,65302,Adventure,5,5,3,2
4464,65302,Drama,3,5,3,2
4465,65302,Fantasy,3,5,3,2
4468,65302,Sci-Fi,3,5,3,2
4471,65399,Action,5,5,5,3
4472,65399,Adventure,6,5,5,3
4477,65399,Sci-Fi,5,5,5,3
4479,65446,Action,11,8,7,4
4480,65446,Adventure,8,8,7,4
4484,65446,Drama,7,8,7,4
4489,65446,Sci-Fi,8,8,7,4
4490,65446,Thriller,8,8,7,4
4492,65550,Action,1,2,1,1
4493,65550,Adventure,2,2,1,1
4494,65550,Comedy,1,2,1,1
4495,65550,Crime,1,2,1,1
4496,65550,Drama,8,2,1,1
4497,65550,Fantasy,1,2,1,1
4498,65550,Horror,1,2,1,1
4499,65550,Romance,2,2,1,1
4500,65550,Sci-Fi,1,2,1,1
4501,65550,Thriller,1,2,1,1
4502,65554,Action,7,6,3,2
4503,65554,Adventure,6,6,3,2
4509,65554,Fantasy,3,6,3,2
4511,65554,Sci-Fi,5,6,3,2
4512,65554,Thriller,3,6,3,2
4513,65750,Action,7,7,7,5
4514,65750,Adventure,7,7,7,5
4520,65750,Sci-Fi,7,7,7,5
4522,65758,Action,11,8,7,4
4523,65758,Adventure,8,8,7,4
4529,65758,Sci-Fi,7,8,7,4
4531,65860,Action,9,8,7,2
4532,65860,Adventure,8,8,7,2
4537,65860,Sci-Fi,7,8,7,2
4540,65992,Action,3,3,3,1
4543,65992,Crime,3,3,3,1
4544,65992,Drama,5,3,3,1
4548,65992,Thriller,3,3,3,1
4550,66141,Action,4,5,4,3
4551,66141,Adventure,5,5,4,3
4554,66141,Comedy,5,5,4,3
4557,66141,Fantasy,4,5,4,3
4559,66141,Sci-Fi,5,5,4,3
4561,66268,Action,11,7,4,1
4562,66268,Adventure,7,7,4,1
4570,66268,Sci-Fi,7,7,4,1
4571,66268,Thriller,4,7,4,1
4573,66401,Action,3,5,3,3
4574,66401,Adventure,5,5,3,3
4575,66401,Animation,3,5,3,3
4577,66401,Comedy,3,5,3,3
4579,66401,Drama,5,5,3,3
4580,66401,Fantasy,3,5,3,3
4582,66693,Action,5,5,4,1
4583,66693,Adventure,7,5,4,1
4588,66693,Drama,4,5,4,1
4589,66693,Fantasy,5,5,4,1
4594,66852,Action,5,6,5,4
4595,66852,Adventure,6,6,5,4
4597,66852,Children,5,6,5,4
4598,66852,Comedy,6,6,5,4
4604,66865,Action,8,6,5,3
4605,66865,Adventure,5,6,5,3
4609,66865,Drama,5,6,5,3
4612,66865,Sci-Fi,6,6,5,3
4613,66865,Thriller,6,6,5,3
4615,66960,Action,5,4,3,2
4616,66960,Adventure,4,4,3,2
4619,66960,Comedy,5,4,3,2
4620,66960,Crime,3,4,3,2
4621,66960,Drama,3,4,3,2
4625,66960,Sci-Fi,3,4,3,2
4628,67279,Action,10,6,4,3
4629,67279,Adventure,6,6,4,3
4632,67279,Comedy,5,6,4,3
4634,67279,Drama,9,6,4,3
4635,67279,Fantasy,4,6,4,3
4640,67279,Sci-Fi,4,6,4,3
4643,67415,Action,2,3,2,2
4644,67415,Adventure,2,3,2,2
4646,67415,Comedy,3,3,2,2
4647,67415,Crime,2,3,2,2
4648,67415,Drama,4,3,2,2
4649,67415,Horror,3,3,2,2
4652,67415,Sci-Fi,2,3,2,2
4653,67415,Thriller,6,3,2,2
4655,67488,Action,7,7,6,3
4656,67488,Adventure,6,7,6,3
4662,67488,Sci-Fi,7,7,6,3
4665,67700,Action,3,4,3,2
4666,67700,Adventure,5,4,3,2
4668,67700,Drama,4,4,3,2
4669,67700,Fantasy,3,4,3,2
4672,67700,Sci-Fi,4,4,3,2
4675,68114,Action,3,5,3,2
4676,68114,Crime,3,5,3,2
4677,68114,Drama,5,5,3,2
4681,68114,Thriller,7,5,3,2
4683,68147,Action,6,6,3,3
4684,68147,Adventure,6,6,3,3
4685,68147,Animation,3,6,3,3
4688,68147,Drama,3,6,3,3
4689,68147,Fantasy,3,6,3,3
4692,68147,Sci-Fi,6,6,3,3
4694,68249,Action,4,4,3,2
4695,68249,Adventure,5,4,3,2
4700,68249,Drama,3,4,3,2
4702,68249,Sci-Fi,3,4,3,2
4703,68249,Thriller,4,4,3,2
4704,68259,Action,6,5,5,3
4705,68259,Adventure,5,5,5,3
4711,68259,Sci-Fi,5,5,5,3
4714,68299,Action,12,5,5,3
4715,68299,Adventure,5,5,5,3
4718,68299,Comedy,5,5,5,3
4722,68299,Sci-Fi,5,5,5,3
4725,68514,Action,6,5,5,2
4726,68514,Adventure,5,5,5,2
4731,68514,Sci-Fi,5,5,5,2
4733,68778,Action,7,4,4,3
4734,68778,Adventure,4,4,4,3
4740,68778,Sci-Fi,4,4,4,3
4742,69030,Action,7,7,2,2
4743,69030,Adventure,7,7,2,2
4745,69030,Children,2,7,2,2
4746,69030,Comedy,2,7,2,2
4747,69030,Drama,2,7,2,2
4748,69030,Fantasy,2,7,2,2
4749,69030,Horror,2,7,2,2
4750,69030,Sci-Fi,5,7,2,2
4751,69030,Thriller,2,7,2,2
4752,70051,Action,9,7,3,2
4753,70051,Adventure,5,7,3,2
4756,70051,Comedy,3,7,3,2
4757,70051,Drama,3,7,3,2
4759,70051,Sci-Fi,7,7,3,2
4763,70176,Action,4,5,3,2
4764,70176,Adventure,5,5,3,2
4768,70176,Fantasy,3,5,3,2
4771,70176,Sci-Fi,5,5,3,2
4772,71030,Action,7,6,3,2
4773,71030,Adventure,5,6,3,2
4775,71030,Comedy,3,6,3,2
4777,71030,Drama,6,6,3,2
4781,71030,Sci-Fi,3,6,3,2
4783,71403,Action,5,5,3,2
4784,71403,Adventure,7,5,3,2
4788,71403,Fantasy,3,5,3,2
4793,71403,Sci-Fi,8,5,3,2
4795,71839,Action,9,7,5,2
4796,71839,Adventure,7,7,5,2
4799,71839,Comedy,5,7,5,2
4805,71839,Sci-Fi,8,7,5,2
4807,71886,Action,3,4,3,2
4808,71886,Adventure,3,4,3,2
4812,71886,Drama,5,4,3,2
4814,71886,Sci-Fi,4,4,3,2
4818,72137,Action,6,5,3,1
4820,72137,Comedy,3,5,3,1
4822,72137,Drama,3,5,3,1
4825,72137,Sci-Fi,5,5,3,1
4828,72179,Action,8,8,8,3
4829,72179,Adventure,8,8,8,3
4833,72179,Drama,8,8,8,3
4838,72179,Sci-Fi,9,8,8,3
4840,72210,Action,5,5,3,3
4841,72210,Adventure,3,5,3,3
4843,72210,Comedy,8,5,3,3
4844,72210,Crime,3,5,3,3
4845,72210,Drama,8,5,3,3
4849,72210,Romance,3,5,3,3
4850,72210,Sci-Fi,3,5,3,3
4854,72265,Adventure,5,5,4,3
4857,72265,Comedy,4,5,4,3
4859,72265,Drama,5,5,4,3
4862,72265,Sci-Fi,4,5,4,3
4864,72315,Action,11,8,8,5
4865,72315,Adventure,8,8,8,5
4870,72315,Drama,11,8,8,5
4875,72315,Thriller,8,8,8,5
4876,72522,Action,3,4,3,3
4877,72522,Adventure,4,4,3,3
4881,72522,Crime,3,4,3,3
4882,72522,Drama,5,4,3,3
4884,72522,Horror,3,4,3,3
4887,72522,Sci-Fi,4,4,3,3
4888,72522,Thriller,7,4,3,3
4889,72650,Action,7,6,3,2
4890,72650,Adventure,6,6,3,2
4892,72650,Crime,3,6,3,2
4897,72650,Sci-Fi,4,6,3,2
4899,72729,Action,8,6,4,3
4900,72729,Adventure,6,6,4,3
4903,72729,Comedy,6,6,4,3
4905,72729,Drama,4,6,4,3
4906,72729,Fantasy,4,6,4,3
4908,72729,Sci-Fi,4,6,4,3
4911,72754,Action,6,5,5,3
4915,72754,Drama,5,5,5,3
4918,72754,Sci-Fi,5,5,5,3
4921,73166,Action,4,4,4,2
4922,73166,Adventure,6,4,4,2
4926,73166,Fantasy,4,4,4,2
4930,73166,Sci-Fi,4,4,4,2
4932,73353,Action,6,6,6,2
4933,73353,Adventure,6,6,6,2
4939,73353,Sci-Fi,6,6,6,2
4941,73371,Action,5,5,5,2
4942,73371,Adventure,5,5,5,2
4946,73371,Drama,8,5,5,2
4950,73371,Sci-Fi,7,5,5,2
4953,73824,Action,3,4,3,1
4954,73824,Adventure,4,4,3,1
4958,73824,Drama,4,4,3,1
4960,73824,Sci-Fi,3,4,3,1
4961,73824,Thriller,3,4,3,1
4964,74196,Action,7,6,4,4
4965,74196,Adventure,6,6,4,4
4966,74196,Animation,4,6,4,4
4967,74196,Children,4,6,4,4
4968,74196,Comedy,4,6,4,4
4973,74196,Sci-Fi,5,6,4,4
4980,74234,Drama,6,4,4,2
4981,74234,Sci-Fi,4,4,4,2
4982,74234,Thriller,4,4,4,2
4984,74251,Adventure,4,4,3,2
4987,74251,Comedy,3,4,3,2
4989,74251,Drama,5,4,3,2
4990,74251,Fantasy,3,4,3,2
4994,74607,Action,7,6,5,2
4995,74607,Adventure,6,6,5,2
5000,74607,Sci-Fi,5,6,5,2
5002,74608,Action,7,6,4,4
5003,74608,Adventure,4,6,4,4
5007,74608,Drama,6,6,4,4
5008,74608,Fantasy,4,6,4,4
5010,74608,Sci-Fi,6,6,4,4
5011,74608,Thriller,4,6,4,4
5012,75111,Action,7,7,6,3
5013,75111,Adventure,9,7,6,3
5019,75111,Sci-Fi,6,7,6,3
5021,75179,Action,6,6,4,2
5022,75179,Adventure,5,6,4,2
5025,75179,Comedy,8,6,4,2
5026,75179,Crime,4,6,4,2
5032,75352,Action,11,6,6,5
5033,75352,Adventure,8,6,6,5
5038,75352,Drama,6,6,6,5
5042,75352,Sci-Fi,6,6,6,5
5044,75791,Action,5,5,4,2
5048,75791,Drama,5,5,4,2
5052,75791,Sci-Fi,4,5,4,2
5053,75791,Thriller,4,5,4,2
5058,76019,Comedy,3,3,3,2
5059,76019,Drama,6,3,3,2
5063,76019,Sci-Fi,3,3,3,2
5064,76019,Thriller,3,3,3,2
5066,76330,Action,7,4,4,2
5067,76330,Adventure,9,4,4,2
5070,76330,Comedy,4,4,4,2
5072,76330,Drama,4,4,4,2
5076,76330,Sci-Fi,4,4,4,2
5079,76674,Adventure,2,3,2,2
5080,76674,Animation,2,3,2,2
5082,76674,Comedy,2,3,2,2
5083,76674,Drama,3,3,2,2
5084,76674,Fantasy,4,3,2,2
5086,76674,Romance,4,3,2,2
5087,76674,Sci-Fi,2,3,2,2
5091,77237,Action,9,5,3,3
5092,77237,Adventure,7,5,3,3
5094,77237,Comedy,3,5,3,3
5095,77237,Crime,3,5,3,3
5096,77237,Drama,5,5,3,3
5097,77237,Fantasy,3,5,3,3
5101,77237,Sci-Fi,5,5,3,3
5102,77237,Thriller,3,5,3,3
5103,77666,Action,7,7,3,2
5104,77666,Adventure,8,7,3,2
5108,77666,Drama,3,7,3,2
5111,77666,Sci-Fi,7,7,3,2
5112,77666,Thriller,3,7,3,2
5113,77828,Action,4,5,3,3
5114,77828,Adventure,5,5,3,3
5115,77828,Animation,3,5,3,3
5117,77828,Comedy,3,5,3,3
5118,77828,Drama,5,5,3,3
5119,77828,Fantasy,3,5,3,3
5122,77828,Sci-Fi,3,5,3,3
5124,77911,Action,7,5,3,2
5125,77911,Adventure,5,5,3,2
5128,77911,Drama,4,5,3,2
5133,77911,Sci-Fi,3,5,3,2
5136,77933,Action,6,5,4,2
5137,77933,Adventure,5,5,4,2
5140,77933,Comedy,4,5,4,2
5142,77933,Drama,5,5,4,2
5148,77933,Thriller,4,5,4,2
5149,78234,Action,10,7,5,3
5150,78234,Adventure,7,7,5,3
5156,78234,Sci-Fi,5,7,5,3
5158,78273,Action,10,8,7,3
5159,78273,Adventure,8,8,7,3
5162,78273,Comedy,8,8,7,3
5168,78273,Sci-Fi,7,8,7,3
5170,78280,Action,7,7,3,3
5171,78280,Adventure,7,7,3,3
5172,78280,Animation,3,7,3,3
5173,78280,Children,3,7,3,3
5174,78280,Comedy,8,7,3,3
5175,78280,Crime,3,7,3,3
5176,78280,Drama,5,7,3,3
5181,78280,Sci-Fi,3,7,3,3
5182,78280,Thriller,3,7,3,3
5185,78281,Action,8,6,5,4
5189,78281,Drama,5,6,5,4
5193,78281,Thriller,6,6,5,4
5194,78298,Action,4,4,4,3
5195,78298,Adventure,4,4,4,3
5199,78298,Drama,4,4,4,3
5204,78298,Thriller,4,4,4,3
5205,78438,Action,7,7,4,2
5206,78438,Adventure,7,7,4,2
5211,78438,Fantasy,4,7,4,2
5213,78438,Sci-Fi,6,7,4,2
5215,78507,Action,2,4,2,2
5216,78507,Adventure,2,4,2,2
5217,78507,Comedy,4,4,2,2
5218,78507,Crime,2,4,2,2
5219,78507,Drama,6,4,2,2
5221,78507,Sci-Fi,2,4,2,2
5224,78729,Action,4,4,3,2
5225,78729,Adventure,3,4,3,2
5228,78729,Comedy,5,4,3,2
5233,78729,Thriller,4,4,3,2
5234,78883,Action,3,5,3,2
5236,78883,Comedy,5,5,3,2
5237,78883,Crime,4,5,3,2
5238,78883,Drama,5,5,3,2
5243,78883,Thriller,3,5,3,2
5245,79381,Action,5,3,3,1
5249,79381,Comedy,5,3,3,1
5251,79381,Drama,3,3,3,1
5255,79381,Thriller,3,3,3,1
5257,79382,Action,10,8,6,4
