,title,movieId,genres,movie_year,title_only,userId,rating
4896,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,53708,3.0
4897,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,53708,4.0
4898,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,53708,4.0
4899,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,53708,3.5
4900,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,53708,4.0
4901,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,53708,3.5
4902,Green Room (2015),141866,(no genres listed),2015.0,Green Room,53708,3.0
4903,13 Hours (2016),138210,Drama,2016.0,13 Hours,53708,4.0
4904,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,33249,5.0
4905,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,33249,3.0
4906,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,33249,2.0
4907,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,33249,2.5
4908,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,33249,3.0
4909,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,33249,2.5
4910,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,33249,3.0
4911,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,33249,2.0
4912,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,33249,2.0
4913,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,33249,4.0
4914,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,33249,3.5
4915,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,33249,4.0
4916,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,123552,5.0
4917,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,123552,4.5
4918,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,123552,4.0
4919,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,123552,4.0
4920,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,123552,4.0
4921,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,123552,5.0
4922,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,123552,2.5
4923,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,123552,4.5
4924,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,123552,4.0
4925,The Lego Batman Movie (2017),167746,Action|Animation|Comedy,2017.0,The Lego Batman Movie,123552,4.5
4926,Nerve (2016),160954,Drama|Thriller,2016.0,Nerve,123552,4.0
4927,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,120926,4.0
4928,The Intern (2015),140110,Comedy,2015.0,The Intern,120926,3.5
4929,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,120926,5.0
4930,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,120926,3.5
4931,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,120926,4.0
4932,Creed (2015),146656,Drama,2015.0,Creed,120926,3.5
4933,Piper (2016),160718,Animation,2016.0,Piper,120926,4.0
4934,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,120926,3.5
4935,Gifted (2017),170697,Drama,2017.0,Gifted,120926,4.5
4936,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,120926,3.5
4937,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,120926,4.0
4938,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,5413,4.5
4939,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,5413,3.5
4940,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,5413,3.5
4941,Maze Runner: Scorch Trials (2015),117895,Action|Thriller,2015.0,Maze Runner: Scorch Trials,5413,1.5
4942,Hunt for the Wilderpeople (2016),152970,Adventure|Comedy,2016.0,Hunt for the Wilderpeople,5413,3.5
4943,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,5413,3.5
4944,The Magnificent Seven (2016),162350,Action|Western,2016.0,The Magnificent Seven,5413,2.5
4945,The Founder (2016),166946,Drama,2016.0,The Founder,5413,3.5
4946,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,5413,4.0
4947,Get Hard (2015),131013,Comedy|Crime,2015.0,Get Hard,5413,2.5
4948,Neighbors 2: Sorority Rising (2016),156609,Comedy,2016.0,Neighbors 2: Sorority Rising,5413,2.5
4949,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,114032,4.5
4950,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,114032,3.0
4951,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,114032,3.5
4952,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,114032,4.5
4953,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,114032,4.0
4954,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,114032,4.5
4955,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,114032,3.5
4956,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,114032,4.0
4957,Hunt for the Wilderpeople (2016),152970,Adventure|Comedy,2016.0,Hunt for the Wilderpeople,114032,0.5
4958,Warcraft (2016),122890,Action|Adventure|Fantasy,2016.0,Warcraft,114032,4.0
4959,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,114032,4.5
4960,Cinderella (2015),130073,Children|Drama|Fantasy|Romance,2015.0,Cinderella,114032,4.0
4961,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,114032,3.0
4962,The Mummy (2017),170827,Action|Adventure|Fantasy|Horror|Thriller,2017.0,The Mummy,114032,3.0
4963,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,113800,5.0
4964,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,113800,5.0
4965,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,113800,5.0
4966,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,113800,4.5
4967,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,113800,4.0
4968,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,113800,5.0
4969,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,113800,3.5
4970,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,113800,3.0
4971,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,113800,3.0
4972,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,113800,4.5
4973,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,113800,5.0
4974,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,113800,4.5
4975,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,113800,3.5
4976,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,113800,5.0
4977,Life (2017),169864,Horror|Sci-Fi|Thriller,2017.0,Life,113800,4.5
4978,Hotel Transylvania 2 (2015),142997,Animation|Comedy,2015.0,Hotel Transylvania 2,113800,4.5
4979,The Lego Batman Movie (2017),167746,Action|Animation|Comedy,2017.0,The Lego Batman Movie,113800,4.0
4980,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,113800,3.5
4981,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,66401,4.0
4982,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,66401,4.5
4983,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",66401,4.5
4984,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,66401,3.0
4985,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,66401,4.0
4986,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,66401,3.0
4987,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,66401,2.0
4988,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",66401,4.0
4989,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,66401,4.5
4990,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,66401,4.0
4991,The Founder (2016),166946,Drama,2016.0,The Founder,66401,3.5
4992,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,95989,3.0
4993,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,95989,5.0
4994,Get Out (2017),168250,Horror,2017.0,Get Out,95989,5.0
4995,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,95989,4.5
4996,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,95989,4.0
4997,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,95989,4.0
4998,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,95989,3.0
4999,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,95989,3.0
5000,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,95989,4.0
5001,Deepwater Horizon (2016),162598,Drama,2016.0,Deepwater Horizon,95989,3.5
5002,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,103232,3.5
5003,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,103232,3.0
5004,Get Out (2017),168250,Horror,2017.0,Get Out,103232,4.0
5005,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,103232,2.5
5006,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,103232,4.0
5007,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,103232,3.0
5008,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,103232,2.5
5009,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,103232,2.5
5010,San Andreas (2015),132796,Action|Drama|Thriller,2015.0,San Andreas,103232,3.0
5011,Call Me by Your Name (2017),168492,Drama|Romance,2017.0,Call Me by Your Name,103232,1.5
5012,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,103232,3.0
5013,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,103232,4.0
5014,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,143049,3.5
5015,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,143049,4.5
5016,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,143049,3.5
5017,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,143049,4.0
5018,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,143049,4.0
5019,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,143049,3.5
5020,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,143049,2.0
5021,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,143049,2.5
5022,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,143049,3.5
5023,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,143049,3.5
5024,Fantastic Four (2015),122902,Action|Adventure|Fantasy|Sci-Fi,2015.0,Fantastic Four,143049,2.5
5025,Fifty Shades of Grey (2015),125916,Drama|Romance,2015.0,Fifty Shades of Grey,143049,2.0
5026,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,143049,4.0
5027,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,143049,3.0
5028,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,129436,4.0
5029,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,129436,4.0
5030,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,129436,4.5
5031,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,129436,4.5
5032,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,129436,4.0
5033,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,129436,4.5
5034,The Intern (2015),140110,Comedy,2015.0,The Intern,129436,3.5
5035,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,129436,4.5
5036,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,129436,5.0
5037,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,129436,4.0
5038,13 Hours (2016),138210,Drama,2016.0,13 Hours,129436,4.0
5039,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,17016,4.0
5040,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,17016,3.0
5041,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,17016,4.5
5042,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,17016,3.0
5043,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,17016,4.0
5044,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,17016,3.5
5045,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,17016,4.5
5046,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,17016,3.5
5047,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,17016,2.0
5048,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,17016,3.5
5049,Lady Bird (2017),177615,Comedy,2017.0,Lady Bird,17016,3.5
5050,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,17016,3.0
5051,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,17016,3.5
5052,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,17016,3.5
5053,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,17016,3.0
5054,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,17016,4.0
5055,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,17016,2.0
5056,The Founder (2016),166946,Drama,2016.0,The Founder,17016,3.5
5057,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,17016,3.0
5058,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,17016,4.0
5059,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,17016,3.0
5060,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,17016,4.0
5061,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,17016,3.5
5062,Neighbors 2: Sorority Rising (2016),156609,Comedy,2016.0,Neighbors 2: Sorority Rising,17016,1.5
5063,The Good Dinosaur (2015),136016,Adventure|Animation|Children|Comedy|Fantasy,2015.0,The Good Dinosaur,17016,4.0
5064,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,115974,3.5
5065,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,115974,2.5
5066,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,115974,2.5
5067,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,115974,4.0
5068,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,115974,2.5
5069,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,115974,2.0
5070,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,115974,2.5
5071,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,115974,1.0
5072,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,115974,3.5
5073,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,115974,3.5
5074,The Witch (2015),140267,Horror,2015.0,The Witch,115974,2.5
5075,Life (2017),169864,Horror|Sci-Fi|Thriller,2017.0,Life,115974,2.0
5076,Aquaman (2018),143347,Action|Fantasy|Sci-Fi,2018.0,Aquaman,115974,2.0
5077,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,115974,3.0
5078,Crimson Peak (2015),128838,Horror,2015.0,Crimson Peak,115974,2.5
5079,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,98750,3.0
5080,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,98750,2.5
5081,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,98750,4.0
5082,It (2017),175303,Horror,2017.0,It,98750,4.0
5083,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,98750,3.0
5084,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,98750,4.0
5085,Hell or High Water (2016),161582,Crime|Drama,2016.0,Hell or High Water,98750,4.0
5086,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,98750,3.0
5087,Kung Fury (2015),134170,Action|Comedy|Fantasy|Sci-Fi,2015.0,Kung Fury,98750,3.5
5088,The Edge of Seventeen (2016),161922,Comedy,2016.0,The Edge of Seventeen,98750,3.5
5089,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,157975,4.0
5090,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,157975,3.5
5091,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,157975,2.5
5092,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,157975,2.5
5093,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,157975,4.0
5094,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,157975,3.5
5095,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,157975,3.5
5096,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,157975,3.0
5097,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,157975,4.0
5098,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,157975,3.0
5099,Swiss Army Man (2016),159415,Comedy|Drama|Romance,2016.0,Swiss Army Man,157975,3.5
5100,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,146708,3.5
5101,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,146708,3.0
5102,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,146708,4.0
5103,It (2017),175303,Horror,2017.0,It,146708,3.0
5104,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,146708,3.5
5105,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,146708,4.0
5106,Home (2015),130520,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2015.0,Home,146708,3.5
5107,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,146708,4.0
5108,Crimson Peak (2015),128838,Horror,2015.0,Crimson Peak,146708,3.0
5109,The Mummy (2017),170827,Action|Adventure|Fantasy|Horror|Thriller,2017.0,The Mummy,146708,3.0
5110,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,111038,5.0
5111,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,111038,4.0
5112,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,111038,3.5
5113,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,111038,3.5
5114,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,111038,3.0
5115,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,111038,3.5
5116,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,111038,4.0
5117,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,111038,3.5
5118,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,111038,3.0
5119,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,111038,3.5
5120,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,111038,3.5
5121,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,111038,3.0
5122,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,111038,3.5
5123,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,111038,3.5
5124,The Founder (2016),166946,Drama,2016.0,The Founder,111038,3.5
5125,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,111038,4.0
5126,The Hitman's Bodyguard (2017),175661,Action|Comedy,2017.0,The Hitman's Bodyguard,111038,3.5
5127,The Handmaiden (2016),158783,Drama|Romance|Thriller,2016.0,The Handmaiden,111038,3.5
5128,Jurassic World: Fallen Kingdom (2018),187031,Action|Adventure|Drama|Sci-Fi|Thriller,2018.0,Jurassic World: Fallen Kingdom,111038,3.0
5129,Black Mass (2015),136018,Crime|Drama,2015.0,Black Mass,111038,3.0
5130,Cinderella (2015),130073,Children|Drama|Fantasy|Romance,2015.0,Cinderella,111038,3.5
5131,The Girl on the Train (2016),162602,Thriller,2016.0,The Girl on the Train,111038,3.0
5132,Gifted (2017),170697,Drama,2017.0,Gifted,111038,3.5
5133,Louis C.K.: Live at The Comedy Store (2015),127098,Comedy,2015.0,Louis C.K.: Live at The Comedy Store,111038,3.5
5134,Sing Street (2016),156387,Drama,2016.0,Sing Street,111038,3.5
5135,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,133693,5.0
5136,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,133693,4.0
5137,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,133693,4.5
5138,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,133693,3.0
5139,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,133693,4.5
5140,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,133693,4.5
5141,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,133693,4.0
5142,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,133693,3.5
5143,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,133693,3.5
5144,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,133693,5.0
5145,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,133693,5.0
5146,Sing Street (2016),156387,Drama,2016.0,Sing Street,133693,4.5
5147,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,141436,4.5
5148,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,141436,4.0
5149,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,141436,4.0
5150,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,141436,3.5
5151,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,141436,4.5
5152,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,141436,4.0
5153,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,141436,4.0
5154,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,141436,3.5
5155,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,141436,3.5
5156,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,141436,3.5
5157,Independence Day: Resurgence (2016),135567,Action|Adventure|Sci-Fi,2016.0,Independence Day: Resurgence,141436,4.0
5158,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,18282,5.0
5159,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,18282,5.0
5160,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,18282,5.0
